id,word,grade,level,category,subcategory,core_direction,related
452,sell,B,Level 4｜500基础表达词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,buy / pay / spend / save
453,bottom,B,Level 4｜500基础表达词,空间与方向,方向与空间部位,描述方向以及整体中的位置,west / top / middle / center
454,October,B,Level 4｜500基础表达词,时间与频率,月份,一年中的月份坐标,August / September / November / December
455,mention,B,Level 4｜500基础表达词,感知·思考·交流,表达与交流,把脑中的信息传递给别人,promise / suggest / repeat / pronounce
456,sure,B,Level 4｜500基础表达词,状态·性质·情绪,状态·判断·价值,描述事物当前状态及说话者判断,possible / impossible / clear / dark
457,nurse,B,Level 4｜500基础表达词,人·家庭·身体,社会角色,人在社会场景中的角色,doctor / driver / farmer / police
458,photo,B,Level 4｜500基础表达词,家庭·学校·日常生活,家与日常物品,构建家庭生活的核心场景,paper / picture / home / house
459,salt,B,Level 4｜500基础表达词,食物·衣物·交通·城市·自然,食物与饮品,构建吃喝场景,soup / sugar / cake / cheese
460,an,B,Level 4｜500基础表达词,英语逻辑与结构,冠词·数量,限定对象的范围和数量,a / the / some / any
461,one,B,Level 4｜500基础表达词,人与指向,不定指代,不锁定具体对象，只指出某类人或物,nobody / nothing / someone / somebody
462,spend,B,Level 4｜500基础表达词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,pay / sell / save / cost
463,middle,B,Level 4｜500基础表达词,空间与方向,方向与空间部位,描述方向以及整体中的位置,top / bottom / center / side
464,November,B,Level 4｜500基础表达词,时间与频率,月份,一年中的月份坐标,September / October / December / January
465,repeat,B,Level 4｜500基础表达词,感知·思考·交流,表达与交流,把脑中的信息传递给别人,suggest / mention / pronounce / translate
466,clear,B,Level 4｜500基础表达词,状态·性质·情绪,状态·判断·价值,描述事物当前状态及说话者判断,impossible / sure / dark / light
467,driver,B,Level 4｜500基础表达词,人·家庭·身体,社会角色,人在社会场景中的角色,doctor / nurse / farmer / police
468,exam,B,Level 4｜500基础表达词,家庭·学校·日常生活,学校与学习,构建学习场景中的核心对象,homework / test / course / subject
469,cake,B,Level 4｜500基础表达词,食物·衣物·交通·城市·自然,食物与饮品,构建吃喝场景,sugar / salt / cheese / ice
470,some,B,Level 4｜500基础表达词,英语逻辑与结构,冠词·数量,限定对象的范围和数量,an / the / any / much
471,ones,B,Level 4｜500基础表达词,人与指向,替代与选择,在对象之间替代、区分或选择,another / other / others / each
472,save,B,Level 4｜500基础表达词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,sell / spend / cost / find
473,center,B,Level 4｜500基础表达词,空间与方向,方向与空间部位,描述方向以及整体中的位置,bottom / middle / side / edge
474,December,B,Level 4｜500基础表达词,时间与频率,月份,一年中的月份坐标,October / November / January / February
475,pronounce,B,Level 4｜500基础表达词,感知·思考·交流,表达与交流,把脑中的信息传递给别人,mention / repeat / translate / communicate
476,dark,B,Level 4｜500基础表达词,状态·性质·情绪,状态·判断·价值,描述事物当前状态及说话者判断,sure / clear / light / heavy
477,farmer,B,Level 4｜500基础表达词,人·家庭·身体,社会角色,人在社会场景中的角色,nurse / driver / police / officer
478,course,B,Level 4｜500基础表达词,家庭·学校·日常生活,学校与学习,构建学习场景中的核心对象,test / exam / subject / math
479,cheese,B,Level 4｜500基础表达词,食物·衣物·交通·城市·自然,食物与饮品,构建吃喝场景,salt / cake / ice / food
480,any,B,Level 4｜500基础表达词,英语逻辑与结构,冠词·数量,限定对象的范围和数量,the / some / much / many
481,another,B,Level 4｜500基础表达词,人与指向,替代与选择,在对象之间替代、区分或选择,ones / other / others / each
482,cost,B,Level 4｜500基础表达词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,spend / save / find / lose
483,side,B,Level 4｜500基础表达词,空间与方向,方向与空间部位,描述方向以及整体中的位置,middle / center / edge / corner
484,spring,B,Level 4｜500基础表达词,时间与频率,季节,一年中的季节周期,summer / autumn / winter
485,translate,B,Level 4｜500基础表达词,感知·思考·交流,表达与交流,把脑中的信息传递给别人,repeat / pronounce / communicate / show
486,light,B,Level 4｜500基础表达词,状态·性质·情绪,状态·判断·价值,描述事物当前状态及说话者判断,clear / dark / heavy / cheap
487,police,B,Level 4｜500基础表达词,人·家庭·身体,社会角色,人在社会场景中的角色,driver / farmer / officer / boss
488,subject,B,Level 4｜500基础表达词,家庭·学校·日常生活,学校与学习,构建学习场景中的核心对象,exam / course / math / science
489,ice,B,Level 4｜500基础表达词,食物·衣物·交通·城市·自然,食物与饮品,构建吃喝场景,cake / cheese / food / water
490,much,B,Level 4｜500基础表达词,英语逻辑与结构,冠词·数量,限定对象的范围和数量,some / any / many / more
491,other,B,Level 4｜500基础表达词,人与指向,替代与选择,在对象之间替代、区分或选择,ones / another / others / each
492,lose,B,Level 4｜500基础表达词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,cost / find / win / choose
493,edge,B,Level 4｜500基础表达词,空间与方向,方向与空间部位,描述方向以及整体中的位置,center / side / corner / left
494,summer,B,Level 4｜500基础表达词,时间与频率,季节,一年中的季节周期,spring / autumn / winter
495,communicate,B,Level 4｜500基础表达词,感知·思考·交流,表达与交流,把脑中的信息传递给别人,pronounce / translate / show / teach
496,heavy,B,Level 4｜500基础表达词,状态·性质·情绪,状态·判断·价值,描述事物当前状态及说话者判断,dark / light / cheap / expensive
497,officer,B,Level 4｜500基础表达词,人·家庭·身体,社会角色,人在社会场景中的角色,farmer / police / boss / worker
498,math,B,Level 4｜500基础表达词,家庭·学校·日常生活,学校与学习,构建学习场景中的核心对象,course / subject / science / history
499,shirt,B,Level 4｜500基础表达词,食物·衣物·交通·城市·自然,衣物,构建穿戴场景,pants / jeans / dress / skirt
500,many,B,Level 4｜500基础表达词,英语逻辑与结构,冠词·数量,限定对象的范围和数量,any / much / more / most
501,others,B,Level 5｜850核心词,人与指向,替代与选择,在对象之间替代、区分或选择,another / other / each / both
502,win,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,find / lose / choose / help
503,corner,B,Level 5｜850核心词,空间与方向,方向与空间部位,描述方向以及整体中的位置,side / edge / left / right
504,autumn,B,Level 5｜850核心词,时间与频率,季节,一年中的季节周期,spring / summer / winter
505,show,B,Level 5｜850核心词,感知·思考·交流,表达与交流,把脑中的信息传递给别人,translate / communicate / teach / tell
506,cheap,B,Level 5｜850核心词,状态·性质·情绪,状态·判断·价值,描述事物当前状态及说话者判断,light / heavy / expensive / rich
507,boss,B,Level 5｜850核心词,人·家庭·身体,社会角色,人在社会场景中的角色,police / officer / worker / student
508,science,B,Level 5｜850核心词,家庭·学校·日常生活,学校与学习,构建学习场景中的核心对象,subject / math / history / art
509,pants,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,衣物,构建穿戴场景,shirt / jeans / dress / skirt
510,more,B,Level 5｜850核心词,英语逻辑与结构,冠词·数量,限定对象的范围和数量,much / many / most / few
511,each,B,Level 5｜850核心词,人与指向,替代与选择,在对象之间替代、区分或选择,other / others / both / either
512,choose,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,lose / win / help / need
513,place,B,Level 5｜850核心词,空间与方向,空间概念,把空间抽象成点、区域、路径和方向,position / point / area / space
514,winter,B,Level 5｜850核心词,时间与频率,季节,一年中的季节周期,summer / autumn / spring
515,teach,B,Level 5｜850核心词,感知·思考·交流,表达与交流,把脑中的信息传递给别人,communicate / show / tell / speak
516,expensive,B,Level 5｜850核心词,状态·性质·情绪,状态·判断·价值,描述事物当前状态及说话者判断,heavy / cheap / rich / poor
517,worker,B,Level 5｜850核心词,人·家庭·身体,社会角色,人在社会场景中的角色,officer / boss / student / classmate
518,history,B,Level 5｜850核心词,家庭·学校·日常生活,学校与学习,构建学习场景中的核心对象,math / science / art / music
519,jeans,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,衣物,构建穿戴场景,shirt / pants / dress / skirt
520,most,B,Level 5｜850核心词,英语逻辑与结构,冠词·数量,限定对象的范围和数量,many / more / few / less
521,both,B,Level 5｜850核心词,人与指向,替代与选择,在对象之间替代、区分或选择,others / each / either / ones
522,help,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,win / choose / need / want
523,position,B,Level 5｜850核心词,空间与方向,空间概念,把空间抽象成点、区域、路径和方向,place / point / area / space
524,daily,B,Level 5｜850核心词,时间与频率,频率·先后·时间关系,表达事情多久发生、何时发生和先后关系,never / again / weekly / monthly
525,question,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,reply / message / word / name
526,rich,B,Level 5｜850核心词,状态·性质·情绪,状态·判断·价值,描述事物当前状态及说话者判断,cheap / expensive / poor / full
527,student,B,Level 5｜850核心词,人·家庭·身体,社会角色,人在社会场景中的角色,boss / worker / classmate / teammate
528,art,B,Level 5｜850核心词,家庭·学校·日常生活,学校与学习,构建学习场景中的核心对象,science / history / music / office
529,dress,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,衣物,构建穿戴场景,pants / jeans / skirt / coat
530,few,B,Level 5｜850核心词,英语逻辑与结构,冠词·数量,限定对象的范围和数量,more / most / less / least
531,either,B,Level 5｜850核心词,人与指向,替代与选择,在对象之间替代、区分或选择,each / both / ones / another
532,wait,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,need / want / meet / visit
533,point,B,Level 5｜850核心词,空间与方向,空间概念,把空间抽象成点、区域、路径和方向,place / position / area / space
534,weekly,B,Level 5｜850核心词,时间与频率,频率·先后·时间关系,表达事情多久发生、何时发生和先后关系,again / daily / monthly / early
535,reply,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,question / message / word / name
536,poor,B,Level 5｜850核心词,状态·性质·情绪,状态·判断·价值,描述事物当前状态及说话者判断,expensive / rich / full / closed
537,classmate,B,Level 5｜850核心词,人·家庭·身体,社会角色,人在社会场景中的角色,worker / student / teammate / customer
538,music,B,Level 5｜850核心词,家庭·学校·日常生活,学校与学习,构建学习场景中的核心对象,history / art / office / school
539,skirt,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,衣物,构建穿戴场景,jeans / dress / coat / jacket
540,less,B,Level 5｜850核心词,英语逻辑与结构,冠词·数量,限定对象的范围和数量,most / few / least / enough
541,meet,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,want / wait / visit / travel
542,area,B,Level 5｜850核心词,空间与方向,空间概念,把空间抽象成点、区域、路径和方向,position / point / space / way
543,monthly,B,Level 5｜850核心词,时间与频率,频率·先后·时间关系,表达事情多久发生、何时发生和先后关系,daily / weekly / early / late
544,message,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,question / reply / word / name
545,happy,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,sad / angry / afraid / scared
546,teammate,B,Level 5｜850核心词,人·家庭·身体,社会角色,人在社会场景中的角色,student / classmate / customer / waiter
547,office,B,Level 5｜850核心词,家庭·学校·日常生活,学校与学习,构建学习场景中的核心对象,art / music / school / class
548,coat,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,衣物,构建穿戴场景,dress / skirt / jacket / shoe
549,least,B,Level 5｜850核心词,英语逻辑与结构,冠词·数量,限定对象的范围和数量,few / less / enough / several
550,visit,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,wait / meet / travel / drive
551,space,B,Level 5｜850核心词,空间与方向,空间概念,把空间抽象成点、区域、路径和方向,point / area / way / path
552,early,B,Level 5｜850核心词,时间与频率,频率·先后·时间关系,表达事情多久发生、何时发生和先后关系,weekly / monthly / late / soon
553,word,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,reply / message / name / language
554,sad,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,happy / angry / afraid / scared
555,customer,B,Level 5｜850核心词,人·家庭·身体,社会角色,人在社会场景中的角色,classmate / teammate / waiter / waitress
556,company,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,job / business / shop / store
557,jacket,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,衣物,构建穿戴场景,skirt / coat / shoe / hat
558,enough,B,Level 5｜850核心词,英语逻辑与结构,冠词·数量,限定对象的范围和数量,less / least / several / a
559,travel,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,meet / visit / drive / ride
560,way,B,Level 5｜850核心词,空间与方向,空间概念,把空间抽象成点、区域、路径和方向,area / space / path / direction
561,late,B,Level 5｜850核心词,时间与频率,频率·先后·时间关系,表达事情多久发生、何时发生和先后关系,monthly / early / soon / already
562,name,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,message / word / language / English
563,angry,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,happy / sad / afraid / scared
564,waiter,B,Level 5｜850核心词,人·家庭·身体,社会角色,人在社会场景中的角色,teammate / customer / waitress / doctor
565,business,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,job / company / shop / store
566,shoe,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,衣物,构建穿戴场景,coat / jacket / hat / sock
567,several,B,Level 5｜850核心词,英语逻辑与结构,冠词·数量,限定对象的范围和数量,least / enough / a / an
568,drive,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,visit / travel / ride / fly
569,path,B,Level 5｜850核心词,空间与方向,空间概念,把空间抽象成点、区域、路径和方向,space / way / direction / place
570,already,B,Level 5｜850核心词,时间与频率,频率·先后·时间关系,表达事情多久发生、何时发生和先后关系,late / soon / still / yet
571,language,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,word / name / English / sentence
572,afraid,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,sad / angry / scared / tired
573,waitress,B,Level 5｜850核心词,人·家庭·身体,社会角色,人在社会场景中的角色,customer / waiter / doctor / nurse
574,shop,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,company / business / store / market
575,hat,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,衣物,构建穿戴场景,jacket / shoe / sock / pocket
576,about,B,Level 5｜850核心词,英语逻辑与结构,关系结构,建立对象之间的抽象关系,for / with / like / of
577,ride,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,travel / drive / fly / swim
578,direction,B,Level 5｜850核心词,空间与方向,空间概念,把空间抽象成点、区域、路径和方向,way / path / place / position
579,yet,B,Level 5｜850核心词,时间与频率,频率·先后·时间关系,表达事情多久发生、何时发生和先后关系,already / still / before / after
580,English,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,name / language / sentence / story
581,scared,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,angry / afraid / tired / hungry
582,body,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,head / face / hair / eye
583,store,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,business / shop / market / money
584,sock,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,衣物,构建穿戴场景,shoe / hat / pocket / shirt
585,like,B,Level 5｜850核心词,英语逻辑与结构,关系结构,建立对象之间的抽象关系,with / about / of / for
586,fly,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,drive / ride / swim / dance
587,forward,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,backward / ahead / upstairs / downstairs
588,then,B,Level 5｜850核心词,时间与频率,频率·先后·时间关系,表达事情多久发生、何时发生和先后关系,before / after / later / ago
589,sentence,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,language / English / story / idea
590,tired,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,afraid / scared / hungry / thirsty
591,head,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,body / face / hair / eye
592,market,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,shop / store / money / bank
593,pocket,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,衣物,构建穿戴场景,hat / sock / shirt / pants
594,how,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,why / whether / unless / until
595,swim,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,ride / fly / dance / sleep
596,backward,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,forward / ahead / upstairs / downstairs
597,later,B,Level 5｜850核心词,时间与频率,频率·先后·时间关系,表达事情多久发生、何时发生和先后关系,after / then / ago / always
598,story,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,English / sentence / idea / thought
599,hungry,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,scared / tired / thirsty / sick
600,face,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,body / head / hair / eye
601,bank,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,market / money / card / price
602,bike,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,train / plane / bicycle / taxi
603,why,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,how / whether / unless / until
604,dance,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,fly / swim / sleep / wake
605,ahead,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,forward / backward / upstairs / downstairs
606,ago,B,Level 5｜850核心词,时间与频率,频率·先后·时间关系,表达事情多久发生、何时发生和先后关系,then / later / always / usually
607,idea,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,sentence / story / thought / reason
608,thirsty,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,tired / hungry / sick / healthy
609,hair,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,head / face / eye / ear
610,card,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,money / bank / price / bill
611,bicycle,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,plane / bike / taxi / station
612,whether,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,how / why / unless / until
613,sleep,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,swim / dance / wake / eat
614,upstairs,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,backward / ahead / downstairs / somewhere
615,thought,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,story / idea / reason / example
616,sick,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,hungry / thirsty / healthy / well
617,eye,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,face / hair / ear / nose
618,price,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,bank / card / bill / ticket
619,taxi,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,bike / bicycle / station / airport
620,unless,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,why / whether / until / since
621,wake,B,Level 5｜850核心词,核心动作引擎,生活·交易·出行,现实生活中的高频行为过程,dance / sleep / eat / drink
622,downstairs,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,ahead / upstairs / somewhere / anywhere
623,reason,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,idea / thought / example / problem
624,healthy,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,thirsty / sick / well / fine
625,ear,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,hair / eye / nose / mouth
626,bill,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,card / price / ticket / number
627,station,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,bicycle / taxi / airport / street
628,until,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,whether / unless / since / however
629,add,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,remove / fill / empty / cover
630,somewhere,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,upstairs / downstairs / anywhere / everywhere
631,example,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,thought / reason / problem / information
632,well,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,sick / healthy / fine / kind
633,nose,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,eye / ear / mouth / tooth
634,ticket,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,price / bill / number / list
635,airport,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,taxi / station / street / road
636,since,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,unless / until / however / therefore
637,remove,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,add / fill / empty / cover
638,anywhere,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,downstairs / somewhere / everywhere / nowhere
639,problem,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,reason / example / information / news
640,fine,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,healthy / well / kind / nice
641,mouth,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,ear / nose / tooth / teeth
642,number,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,bill / ticket / list / page
643,street,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,station / airport / road / city
644,however,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,until / since / therefore / else
645,fill,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,add / remove / empty / cover
646,everywhere,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,somewhere / anywhere / nowhere / local
647,information,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,example / problem / news / truth
648,kind,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,well / fine / nice / friendly
649,tooth,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,nose / mouth / teeth / tongue
650,list,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,ticket / number / page / line
651,road,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,airport / street / city / town
652,therefore,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,since / however / else / otherwise
653,empty,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,remove / fill / cover / uncover
654,nowhere,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,anywhere / everywhere / local / abroad
655,news,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,problem / information / truth / joke
656,nice,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,fine / kind / friendly / funny
657,teeth,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,mouth / tooth / tongue / neck
658,page,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,number / list / line / map
659,town,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,road / city / village / park
660,else,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,however / therefore / otherwise / instead
661,cover,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,fill / empty / uncover / touch
662,local,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,everywhere / nowhere / abroad / nearby
663,truth,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,information / news / joke / sound
664,friendly,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,kind / nice / funny / serious
665,tongue,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,tooth / teeth / neck / shoulder
666,line,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,list / page / map / letter
667,village,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,city / town / park / hospital
668,otherwise,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,therefore / else / instead / especially
669,uncover,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,empty / cover / touch / press
670,abroad,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,nowhere / local / nearby / opposite
671,joke,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,news / truth / sound / voice
672,funny,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,nice / friendly / serious / quiet
673,neck,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,teeth / tongue / shoulder / arm
674,map,B,Level 5｜850核心词,家庭·学校·日常生活,工作·商业·信息,构建工作、交易和信息场景,page / line / letter / email
675,park,B,Level 5｜850核心词,食物·衣物·交通·城市·自然,交通与城市,构建出行与城市空间,town / village / hospital / hotel
676,instead,B,Level 5｜850核心词,英语逻辑与结构,疑问·条件·篇章连接,建立原因、条件、疑问和上下文关系,else / otherwise / especially / every
677,touch,B,Level 5｜850核心词,核心动作引擎,操作·控制·资源关系,对物体、资源或关系进行操作,cover / uncover / press / hit
678,nearby,B,Level 5｜850核心词,空间与方向,方向副词与位置范围,描述移动朝向和不确定位置范围,local / abroad / opposite / lower
679,sound,B,Level 5｜850核心词,感知·思考·交流,语言·信息·认知对象,交流和思考所处理的信息对象,truth / joke / voice / attention
680,serious,B,Level 5｜850核心词,状态·性质·情绪,情绪·身体·社会状态,描述人的内在感受和社会状态,friendly / funny / quiet / loud
681,shoulder,B,Level 5｜850核心词,人·家庭·身体,身体,建立身体部位的基本词网,tongue / neck / arm / hand
